student_id,age,gender,socioeconomic_status,parent_education_level,attendance_rate,study_hours_per_week,quiz_average,assignment_submission_rate,engagement_index,financial_assistance,internet_access,learning_device_type,previous_grades,subject_difficulty,final_exam_score,preferred_learning_style,course_enrolled,interest_tags,pass_fail,risk_level,dropout_likelihood
1592,18.0,Male,Low,High School,0.64,12.7,62.9,0.65,0.59,No,Stable,Desktop,58.4,Easy,40.0,Kinesthetic,BSED,"Programming, AI",Pass,Safe,0.66
1593,20.6,Female,High,Graduate,0.77,13.9,78.6,0.6,0.84,No,Limited,Laptop,79.1,Moderate,79.5,Kinesthetic,BSIT,"Teaching, Research",Fail,Safe,0.31
1594,18.3,Female,Low,College,0.77,4.2,65.6,0.65,0.83,No,Stable,Smartphone,92.9,Moderate,54.2,Visual,BSIT,"Leadership, Marketing",Fail,Moderate,0.43
1595,19.3,Female,Middle,College,0.87,15.8,40.2,0.41,0.73,No,Stable,Desktop,61.8,Hard,73.4,Auditory,BSED,"Programming, AI",Pass,Moderate,0.65
1596,20.7,Female,Low,College,0.69,10.2,66.6,0.59,0.3,No,None,Laptop,79.0,Moderate,43.0,Auditory,BSBA,"Game Dev, Robotics",Pass,At Risk,0.69
1597,17.9,Male,Middle,High School,0.66,8.7,57.0,0.77,0.54,No,Stable,Laptop,71.3,Hard,77.6,Reading,BSED,"Leadership, Marketing",Fail,Moderate,0.84
1598,21.0,Female,Middle,High School,0.65,20.0,40.1,0.61,0.5,No,Stable,Laptop,82.6,Hard,46.6,Reading,BSIT,"Programming, AI",Pass,At Risk,0.71
1599,20.6,Male,Low,College,1.0,14.8,59.7,0.92,0.75,No,Stable,Smartphone,78.1,Easy,58.4,Kinesthetic,BSBA,"Leadership, Marketing",Pass,Safe,0.39
1600,21.9,Female,High,High School,0.88,11.5,79.2,0.64,0.59,No,Limited,Laptop,54.7,Moderate,50.1,Reading,BSBA,"Teaching, Research",Pass,Moderate,0.57
1601,17.1,Female,Middle,Graduate,0.5,13.3,68.5,0.5,0.46,Yes,Stable,Laptop,72.4,Hard,80.3,Visual,BSIT,"Programming, AI",Pass,At Risk,0.33
1602,17.0,Male,High,High School,0.79,9.0,75.3,0.84,0.62,No,Stable,Laptop,50.1,Moderate,46.2,Visual,BSA,"Game Dev, Robotics",Pass,Safe,0.27
1603,24.3,Male,Middle,High School,0.86,17.4,48.3,0.58,0.97,No,Limited,Laptop,85.3,Moderate,77.8,Reading,BSED,"Teaching, Research",Fail,Moderate,0.39
1604,20.2,Female,Middle,College,0.81,11.5,72.1,0.52,0.66,No,Stable,Tablet,90.3,Moderate,63.5,Reading,BSIT,"Teaching, Research",Pass,Safe,0.24
1605,17.6,Female,Middle,College,0.79,15.0,51.4,0.89,0.76,No,Stable,Laptop,78.5,Moderate,59.8,Kinesthetic,BSA,"Game Dev, Robotics",Fail,At Risk,0.53
1606,22.3,Male,Middle,High School,0.96,4.9,62.4,0.82,0.47,No,Limited,Laptop,74.1,Moderate,61.9,Auditory,BSBA,"Leadership, Marketing",Fail,Moderate,0.76
1607,17.2,Female,Middle,College,0.8,20.0,87.3,0.64,0.56,Yes,Stable,Desktop,64.8,Easy,40.0,Auditory,BSA,"Leadership, Marketing",Fail,Safe,0.33
1608,25.0,Male,Low,College,0.63,7.5,77.5,0.73,0.71,No,Stable,Laptop,70.8,Moderate,67.1,Visual,BSED,"Programming, AI",Pass,Safe,0.62
1609,18.5,Female,High,High School,0.51,14.0,84.0,0.57,0.48,No,Stable,Desktop,75.4,Hard,88.7,Reading,BSIT,"Game Dev, Robotics",Pass,Safe,0.84
1610,22.0,Female,High,College,0.67,1.0,41.7,0.96,0.57,Yes,Limited,Laptop,80.4,Easy,99.7,Reading,BSIT,"Accounting, Finance",Fail,Moderate,0.46
1611,21.8,Female,Low,High School,0.6,6.7,61.7,0.59,0.71,Yes,Stable,Laptop,63.1,Easy,58.8,Reading,BSA,"Leadership, Marketing",Fail,Safe,0.43
1612,24.5,Male,Middle,College,0.62,11.2,61.2,0.69,0.51,No,Stable,Smartphone,77.0,Moderate,74.1,Auditory,BSIT,"Accounting, Finance",Fail,Safe,0.6
1613,18.8,Female,High,Elementary,0.81,20.0,98.0,0.48,0.97,Yes,Stable,Smartphone,86.1,Moderate,86.2,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.32
1614,24.5,Female,Middle,High School,0.83,14.0,87.1,0.84,0.46,Yes,Stable,Smartphone,67.4,Moderate,63.3,Visual,BSED,"Game Dev, Robotics",Pass,Moderate,0.66
1615,25.0,Female,High,College,0.76,19.4,86.8,0.77,0.47,Yes,Limited,Tablet,63.4,Moderate,75.0,Visual,BSA,"Teaching, Research",Fail,Safe,0.64
1616,16.6,Male,Middle,College,0.75,13.3,59.8,0.97,0.88,Yes,Stable,Desktop,76.2,Moderate,79.5,Kinesthetic,BSA,"Teaching, Research",Fail,At Risk,0.46
1617,23.4,Female,High,College,0.64,4.5,65.8,0.74,0.56,Yes,Stable,Desktop,95.0,Moderate,68.7,Visual,BSA,"Accounting, Finance",Fail,Moderate,0.61
1618,24.0,Male,High,High School,0.67,10.4,62.9,0.82,0.47,No,Limited,Laptop,73.9,Moderate,75.3,Auditory,BSIT,"Teaching, Research",Fail,Safe,0.23
1619,18.6,Female,Middle,Elementary,0.72,16.0,70.6,0.86,0.77,No,Stable,Smartphone,69.0,Moderate,82.9,Kinesthetic,BSED,"Leadership, Marketing",Pass,At Risk,0.61
1620,21.7,Male,Middle,High School,0.71,11.7,51.1,0.52,0.86,No,Stable,Tablet,90.2,Moderate,92.5,Kinesthetic,BSED,"Accounting, Finance",Fail,Moderate,0.5
1621,20.3,Male,High,Graduate,0.89,1.0,40.1,0.7,0.94,No,Stable,Tablet,63.9,Moderate,56.4,Visual,BSA,"Accounting, Finance",Pass,At Risk,0.75
1622,21.8,Female,Middle,College,0.82,1.9,94.8,0.58,0.56,Yes,Limited,Desktop,66.1,Moderate,74.4,Auditory,BSA,"Accounting, Finance",Fail,Safe,0.49
1623,22.7,Male,High,Elementary,0.52,7.1,62.1,0.84,0.68,No,Stable,Smartphone,92.6,Moderate,66.2,Visual,BSA,"Teaching, Research",Fail,At Risk,0.4
1624,21.6,Male,Middle,High School,0.84,8.4,85.5,0.66,0.71,Yes,Limited,Tablet,62.2,Hard,44.8,Reading,BSBA,"Teaching, Research",Fail,At Risk,0.31
1625,21.5,Female,Low,High School,0.63,8.8,48.7,0.83,0.61,Yes,Stable,Laptop,94.7,Moderate,64.2,Visual,BSBA,"Game Dev, Robotics",Fail,Safe,0.56
1626,19.9,Male,Middle,College,0.82,20.0,87.2,0.75,0.3,Yes,Stable,Laptop,69.6,Hard,79.3,Auditory,BSED,"Teaching, Research",Pass,Moderate,0.46
1627,22.9,Female,Middle,College,0.82,1.0,62.7,0.64,0.43,No,None,Laptop,89.5,Hard,73.6,Auditory,BSIT,"Teaching, Research",Fail,At Risk,0.45
1628,24.3,Male,Low,College,0.62,12.9,70.4,0.71,0.4,No,Stable,Laptop,88.7,Moderate,92.9,Visual,BSIT,"Accounting, Finance",Fail,Moderate,0.62
1629,22.9,Male,High,High School,0.87,13.9,49.9,0.8,0.43,No,None,Smartphone,53.3,Hard,80.3,Kinesthetic,BSED,"Teaching, Research",Pass,At Risk,0.48
1630,20.5,Female,Low,High School,0.75,12.3,54.4,0.64,0.63,Yes,Stable,Laptop,64.3,Moderate,79.7,Kinesthetic,BSA,"Programming, AI",Fail,Safe,0.38
1631,18.3,Female,Low,Elementary,0.68,14.8,40.1,0.82,0.3,Yes,Limited,Laptop,76.2,Moderate,63.5,Auditory,BSA,"Leadership, Marketing",Fail,Safe,0.52
1632,21.4,Female,Middle,Graduate,0.73,8.1,65.0,0.86,0.84,No,Limited,Smartphone,95.0,Moderate,78.9,Visual,BSBA,"Teaching, Research",Fail,At Risk,0.6
1633,24.5,Male,Middle,College,0.99,9.6,68.5,0.5,1.0,Yes,Limited,Smartphone,92.4,Moderate,72.3,Visual,BSBA,"Leadership, Marketing",Pass,Moderate,0.48
1634,22.3,Female,Low,College,0.75,2.9,48.8,0.91,0.87,No,Limited,Laptop,74.6,Moderate,85.3,Visual,BSA,"Leadership, Marketing",Fail,Safe,0.76
1635,24.3,Male,High,High School,0.78,6.7,64.8,0.59,0.55,No,Stable,Laptop,67.2,Moderate,93.5,Kinesthetic,BSIT,"Accounting, Finance",Pass,Safe,0.51
1636,24.6,Female,Middle,High School,0.53,9.1,99.8,0.67,0.37,No,Limited,Smartphone,89.8,Easy,55.9,Visual,BSBA,"Accounting, Finance",Fail,Moderate,0.45
1637,24.1,Male,Low,College,0.78,7.9,77.2,0.75,0.49,Yes,None,Smartphone,76.2,Moderate,65.6,Auditory,BSA,"Game Dev, Robotics",Pass,Moderate,0.49
1638,17.1,Female,Middle,High School,0.9,8.8,76.0,0.62,0.31,Yes,Limited,Laptop,78.1,Moderate,45.3,Kinesthetic,BSIT,"Programming, AI",Pass,Safe,0.41
1639,16.1,Female,High,High School,0.82,12.9,83.1,0.7,0.75,No,Limited,Laptop,86.7,Hard,83.9,Kinesthetic,BSA,"Teaching, Research",Fail,Moderate,0.61
1640,22.5,Male,Middle,Elementary,0.5,7.4,83.7,0.81,0.51,No,Stable,Tablet,66.2,Moderate,46.0,Reading,BSA,"Programming, AI",Fail,At Risk,0.31
1641,21.6,Male,Middle,High School,0.82,4.8,40.1,0.83,0.38,No,Stable,Laptop,60.7,Moderate,99.7,Auditory,BSA,"Programming, AI",Pass,Safe,0.25
1642,21.0,Male,High,College,0.79,10.3,51.9,0.72,0.45,No,Stable,Laptop,71.8,Moderate,40.0,Visual,BSBA,"Accounting, Finance",Fail,Moderate,0.62
1643,19.9,Female,High,College,0.88,9.3,60.0,0.86,0.54,Yes,Limited,Laptop,82.8,Easy,49.0,Kinesthetic,BSED,"Programming, AI",Fail,Safe,0.55
1644,21.8,Female,Low,High School,0.96,6.3,99.8,0.77,0.55,No,Stable,Tablet,79.3,Moderate,71.2,Visual,BSED,"Programming, AI",Fail,Safe,0.39
1645,19.4,Male,High,High School,0.75,14.9,45.4,0.56,1.0,No,Stable,Laptop,79.0,Moderate,65.0,Reading,BSED,"Programming, AI",Pass,Safe,0.82
1646,17.6,Male,High,High School,0.64,12.1,46.1,0.56,0.81,No,Stable,Tablet,70.3,Moderate,68.0,Visual,BSBA,"Leadership, Marketing",Pass,At Risk,0.26
1647,21.9,Male,High,College,0.7,15.0,90.3,0.74,0.72,No,Stable,Laptop,84.4,Moderate,70.9,Reading,BSA,"Teaching, Research",Fail,Moderate,0.24
1648,20.2,Male,Middle,High School,0.78,5.8,95.4,0.73,0.39,No,Limited,Tablet,91.6,Hard,99.7,Visual,BSED,"Programming, AI",Pass,Moderate,0.58
1649,23.4,Male,Middle,High School,0.73,5.2,69.9,0.79,0.46,No,Stable,Tablet,82.7,Moderate,69.5,Kinesthetic,BSIT,"Leadership, Marketing",Pass,At Risk,0.44
1650,16.9,Male,Low,High School,0.77,5.4,85.0,0.62,0.63,Yes,Stable,Laptop,78.0,Hard,49.2,Reading,BSBA,"Game Dev, Robotics",Pass,At Risk,0.54
1651,25.0,Male,High,High School,0.5,14.5,74.6,0.57,0.5,No,Limited,Laptop,63.2,Moderate,55.3,Visual,BSIT,"Teaching, Research",Fail,Moderate,0.42
1652,24.2,Male,Low,College,1.0,15.0,59.7,0.44,0.46,No,Stable,Smartphone,67.6,Moderate,50.3,Visual,BSBA,"Accounting, Finance",Pass,Safe,0.54
1653,23.3,Female,Middle,College,1.0,9.5,40.1,0.82,0.72,Yes,None,Smartphone,95.0,Moderate,88.1,Reading,BSIT,"Leadership, Marketing",Pass,At Risk,0.71
1654,21.8,Female,Middle,College,0.69,20.0,42.6,1.0,0.45,No,Stable,Laptop,75.2,Moderate,69.0,Kinesthetic,BSIT,"Game Dev, Robotics",Fail,Moderate,0.55
1655,16.0,Male,Middle,College,0.79,7.8,40.1,0.77,0.3,No,Limited,Laptop,79.4,Hard,87.8,Kinesthetic,BSIT,"Teaching, Research",Fail,Moderate,0.51
1656,19.1,Female,Middle,High School,1.0,12.7,51.2,0.57,0.84,Yes,Stable,Tablet,93.6,Easy,95.2,Kinesthetic,BSIT,"Leadership, Marketing",Pass,Moderate,0.66
1657,21.1,Female,High,College,0.7,14.9,94.2,0.61,0.95,Yes,Limited,Tablet,62.0,Hard,99.7,Kinesthetic,BSED,"Game Dev, Robotics",Pass,Moderate,0.57
1658,22.7,Male,Middle,High School,0.62,7.2,87.9,0.77,0.58,No,Limited,Smartphone,91.0,Hard,57.4,Visual,BSBA,"Game Dev, Robotics",Fail,Moderate,0.53
1659,21.1,Male,High,College,0.69,15.7,75.5,0.61,0.68,No,Stable,Smartphone,63.2,Hard,73.7,Reading,BSED,"Game Dev, Robotics",Pass,Safe,0.5
1660,19.0,Female,Middle,Elementary,0.79,11.7,64.5,0.71,0.67,No,Stable,Smartphone,82.9,Easy,99.7,Kinesthetic,BSBA,"Programming, AI",Fail,At Risk,0.68
1661,23.9,Male,High,High School,0.7,3.4,99.8,0.51,0.64,No,Limited,Laptop,62.5,Easy,59.8,Auditory,BSIT,"Leadership, Marketing",Pass,Moderate,0.4
1662,18.0,Male,Low,High School,0.53,6.2,88.6,0.67,0.61,No,Stable,Laptop,90.0,Moderate,75.3,Visual,BSED,"Leadership, Marketing",Pass,At Risk,0.7
1663,16.0,Male,Middle,High School,0.74,8.0,65.0,0.58,0.64,No,Stable,Smartphone,66.6,Moderate,40.0,Auditory,BSIT,"Accounting, Finance",Fail,Moderate,0.81
1664,17.8,Female,Middle,College,0.67,10.1,88.5,0.83,0.6,No,Limited,Smartphone,95.0,Moderate,75.5,Visual,BSBA,"Leadership, Marketing",Fail,Moderate,0.48
1665,20.8,Female,High,College,0.59,15.2,92.8,0.62,0.3,No,None,Laptop,76.9,Moderate,96.2,Reading,BSA,"Leadership, Marketing",Fail,At Risk,0.51
1666,22.7,Male,High,High School,0.71,18.2,81.9,0.77,0.67,No,Limited,Laptop,72.5,Moderate,95.7,Kinesthetic,BSED,"Programming, AI",Pass,Safe,0.44
1667,17.6,Male,Low,High School,0.79,17.8,40.1,0.62,0.62,Yes,Stable,Laptop,76.4,Moderate,93.7,Auditory,BSIT,"Teaching, Research",Fail,At Risk,0.6
1668,22.4,Male,Low,High School,0.81,20.0,83.0,0.72,0.54,Yes,Limited,Laptop,82.2,Moderate,67.8,Reading,BSA,"Game Dev, Robotics",Pass,At Risk,0.47
1669,18.0,Male,Middle,Graduate,0.86,13.5,69.4,0.54,0.36,No,Limited,Laptop,61.0,Hard,53.3,Reading,BSBA,"Teaching, Research",Pass,At Risk,0.55
1670,16.8,Male,High,College,0.79,9.2,99.8,0.84,0.31,No,Stable,Smartphone,80.4,Hard,50.6,Reading,BSED,"Programming, AI",Fail,At Risk,0.79
1671,22.2,Male,Low,College,0.96,7.0,56.0,0.47,0.83,No,Stable,Laptop,76.1,Easy,74.9,Reading,BSED,"Programming, AI",Fail,Moderate,0.46
1672,16.0,Male,Low,Elementary,0.9,1.0,40.1,0.9,0.44,No,Limited,Laptop,91.8,Moderate,74.6,Auditory,BSED,"Leadership, Marketing",Fail,At Risk,0.53
1673,18.1,Female,Low,College,0.75,18.6,64.4,0.76,0.73,No,Stable,Tablet,58.8,Easy,82.6,Kinesthetic,BSIT,"Leadership, Marketing",Pass,Safe,0.53
1674,19.4,Male,Low,High School,0.98,13.3,69.1,0.59,0.57,No,Limited,Laptop,67.6,Moderate,99.7,Reading,BSA,"Teaching, Research",Fail,At Risk,0.68
1675,17.0,Female,Middle,High School,0.53,2.8,58.2,0.78,0.92,No,Stable,Tablet,78.8,Moderate,59.4,Auditory,BSED,"Game Dev, Robotics",Pass,Safe,0.74
1676,22.5,Female,High,Elementary,0.83,7.8,46.9,0.78,0.76,No,Stable,Tablet,81.1,Moderate,56.5,Kinesthetic,BSED,"Game Dev, Robotics",Pass,At Risk,0.75
1677,16.0,Female,Middle,College,0.82,11.9,95.2,0.96,0.95,Yes,None,Laptop,67.8,Hard,70.8,Reading,BSA,"Accounting, Finance",Pass,Moderate,0.73
1678,16.0,Female,Middle,High School,0.77,3.5,68.6,0.54,0.67,No,Stable,Laptop,62.4,Hard,75.6,Visual,BSBA,"Leadership, Marketing",Fail,Moderate,0.47
1679,25.0,Female,High,College,0.85,11.0,83.1,0.61,0.86,Yes,Limited,Smartphone,69.0,Moderate,68.3,Auditory,BSIT,"Programming, AI",Fail,Moderate,0.59
1680,23.3,Male,Middle,High School,0.61,13.0,72.2,0.64,0.85,Yes,Limited,Laptop,62.0,Moderate,67.1,Reading,BSA,"Teaching, Research",Pass,Moderate,0.46
1681,16.8,Male,High,High School,0.8,1.0,47.8,0.69,1.0,No,Stable,Smartphone,63.9,Easy,95.5,Reading,BSBA,"Leadership, Marketing",Fail,Moderate,0.49
1682,21.7,Male,Middle,High School,0.62,10.1,82.3,0.63,0.61,No,Stable,Laptop,52.3,Hard,60.0,Kinesthetic,BSA,"Accounting, Finance",Fail,Moderate,0.42
1683,17.7,Female,Low,High School,0.8,10.0,97.7,0.81,0.53,Yes,Stable,Desktop,81.4,Moderate,74.4,Reading,BSIT,"Game Dev, Robotics",Fail,Moderate,0.55
1684,17.6,Female,Middle,High School,0.87,13.5,84.6,0.5,0.85,No,Limited,Smartphone,88.1,Moderate,79.0,Reading,BSED,"Game Dev, Robotics",Fail,At Risk,0.39
1685,24.1,Female,High,Graduate,0.68,16.0,78.2,0.79,0.52,No,Stable,Laptop,68.6,Hard,55.7,Reading,BSBA,"Leadership, Marketing",Pass,Safe,0.45
1686,20.8,Male,High,High School,0.73,12.6,62.0,0.91,0.6,Yes,Stable,Smartphone,72.7,Moderate,94.1,Visual,BSBA,"Leadership, Marketing",Fail,Moderate,0.33
1687,25.0,Female,Middle,High School,0.72,20.0,80.0,0.64,0.71,No,Stable,Smartphone,79.3,Easy,60.6,Kinesthetic,BSBA,"Game Dev, Robotics",Pass,At Risk,0.38
1688,23.8,Male,Middle,High School,0.88,13.9,99.3,0.41,0.72,No,Stable,Laptop,52.4,Moderate,98.1,Reading,BSA,"Teaching, Research",Fail,Moderate,0.39
1689,19.5,Female,Low,Elementary,0.75,1.0,89.1,0.56,0.55,No,Stable,Desktop,63.0,Moderate,79.7,Auditory,BSA,"Teaching, Research",Fail,Moderate,0.34
1690,21.8,Female,Low,High School,0.76,15.7,40.1,0.55,0.7,No,Limited,Smartphone,95.0,Moderate,41.0,Auditory,BSA,"Game Dev, Robotics",Fail,Safe,0.62
1691,21.8,Female,Low,High School,0.69,2.6,69.3,0.71,0.75,No,Stable,Laptop,62.5,Moderate,83.6,Reading,BSIT,"Teaching, Research",Pass,At Risk,0.7
1692,18.9,Female,Middle,High School,1.0,16.9,66.3,0.83,0.62,Yes,None,Smartphone,50.1,Moderate,53.9,Visual,BSA,"Programming, AI",Fail,Moderate,0.39
1693,17.4,Female,Middle,High School,0.71,2.0,40.1,0.54,0.84,No,Stable,Laptop,69.9,Hard,83.6,Visual,BSBA,"Teaching, Research",Pass,Moderate,0.66
1694,22.9,Male,Middle,College,0.63,1.2,99.8,1.0,0.44,No,Stable,Smartphone,56.7,Hard,79.7,Visual,BSED,"Leadership, Marketing",Pass,Moderate,0.49
1695,19.2,Female,Low,College,0.61,11.4,74.2,0.79,0.5,No,Limited,Tablet,82.9,Moderate,81.5,Auditory,BSA,"Teaching, Research",Pass,Moderate,0.44
1696,23.7,Female,Low,Graduate,0.9,20.0,57.2,0.65,0.58,No,None,Laptop,68.3,Hard,53.2,Auditory,BSIT,"Game Dev, Robotics",Pass,Moderate,0.44
1697,17.8,Male,Low,College,0.64,13.1,68.7,0.42,0.37,No,Limited,Laptop,92.9,Moderate,79.4,Kinesthetic,BSBA,"Teaching, Research",Pass,At Risk,0.72
1698,21.1,Female,High,College,0.58,16.7,76.4,0.51,0.83,No,Stable,Tablet,51.8,Hard,85.2,Auditory,BSBA,"Teaching, Research",Pass,At Risk,0.3
1699,23.5,Female,Low,Elementary,0.83,7.0,42.6,0.7,0.66,No,Stable,Desktop,83.6,Moderate,61.7,Kinesthetic,BSED,"Leadership, Marketing",Fail,At Risk,0.24
1700,16.0,Male,Low,High School,0.63,9.4,70.8,0.86,0.33,No,Limited,Laptop,80.4,Moderate,67.1,Visual,BSED,"Teaching, Research",Pass,Safe,0.5
1701,20.6,Female,Middle,High School,0.73,9.9,82.2,0.51,0.73,No,Stable,Smartphone,78.7,Moderate,83.3,Auditory,BSA,"Leadership, Marketing",Fail,At Risk,0.21
1702,20.2,Male,Middle,Elementary,0.8,4.8,84.2,0.9,0.76,No,Stable,Smartphone,90.8,Hard,48.0,Kinesthetic,BSA,"Leadership, Marketing",Pass,Safe,0.58
1703,21.8,Male,Middle,Graduate,0.76,11.7,64.4,0.61,0.88,Yes,Stable,Smartphone,72.5,Hard,99.7,Visual,BSBA,"Accounting, Finance",Fail,Moderate,0.84
1704,25.0,Female,Middle,Graduate,0.67,14.6,68.4,0.58,0.76,No,Stable,Laptop,74.1,Moderate,60.0,Reading,BSIT,"Accounting, Finance",Fail,Safe,0.72
1705,18.7,Female,Low,College,0.61,16.0,85.9,0.89,0.71,No,Limited,Laptop,71.4,Hard,89.0,Reading,BSIT,"Programming, AI",Fail,At Risk,0.66
1706,24.0,Male,Middle,College,0.56,12.1,57.8,0.83,1.0,Yes,Stable,Laptop,75.9,Hard,80.3,Reading,BSIT,"Leadership, Marketing",Pass,At Risk,0.48
1707,23.1,Male,Middle,High School,0.67,12.7,99.8,0.51,0.39,Yes,Limited,Smartphone,71.9,Hard,73.2,Reading,BSA,"Teaching, Research",Pass,Safe,0.46
1708,17.2,Male,High,College,1.0,9.2,77.6,1.0,0.59,Yes,Stable,Smartphone,82.6,Easy,99.7,Visual,BSA,"Accounting, Finance",Pass,At Risk,0.57
1709,17.0,Male,Middle,High School,0.67,16.8,82.2,0.84,0.48,Yes,Limited,Smartphone,61.6,Moderate,64.1,Visual,BSBA,"Game Dev, Robotics",Fail,At Risk,0.44
1710,16.0,Male,Middle,College,0.59,11.0,47.5,0.48,0.45,No,Stable,Smartphone,91.9,Moderate,99.5,Kinesthetic,BSED,"Programming, AI",Pass,Moderate,0.53
1711,22.8,Female,Middle,College,0.75,14.4,64.5,0.7,0.44,Yes,Stable,Laptop,68.2,Moderate,99.7,Auditory,BSED,"Accounting, Finance",Fail,At Risk,0.8
1712,23.7,Female,Low,College,0.56,2.7,76.7,0.75,0.98,Yes,Limited,Laptop,53.4,Easy,58.0,Visual,BSIT,"Programming, AI",Pass,Safe,0.43
1713,21.9,Female,Middle,Graduate,0.75,11.5,80.8,0.77,0.81,No,None,Smartphone,50.1,Hard,67.3,Visual,BSIT,"Game Dev, Robotics",Fail,At Risk,0.6
1714,21.5,Male,Middle,Graduate,0.8,2.3,99.8,0.76,0.85,No,Stable,Tablet,68.9,Moderate,85.8,Auditory,BSA,"Leadership, Marketing",Pass,Moderate,0.38
1715,18.0,Male,High,High School,0.62,19.3,71.9,0.65,0.57,No,Limited,Smartphone,52.4,Moderate,69.5,Visual,BSBA,"Game Dev, Robotics",Pass,At Risk,0.68
1716,16.0,Male,Middle,College,0.74,13.3,79.8,0.77,1.0,No,Stable,Smartphone,78.9,Moderate,76.3,Auditory,BSED,"Programming, AI",Pass,Safe,0.16
1717,17.0,Male,High,College,0.71,17.6,74.7,0.41,0.6,Yes,Limited,Laptop,82.0,Easy,54.7,Reading,BSA,"Game Dev, Robotics",Fail,Moderate,0.38
1718,20.2,Male,Middle,High School,0.62,11.4,74.7,0.91,0.85,Yes,Limited,Laptop,70.8,Easy,86.7,Visual,BSED,"Teaching, Research",Pass,Moderate,0.5
1719,25.0,Male,Low,College,0.62,6.0,82.5,0.44,0.52,Yes,Stable,Laptop,88.2,Moderate,50.3,Reading,BSIT,"Game Dev, Robotics",Pass,Safe,0.54
1720,19.5,Male,Middle,High School,0.86,1.0,59.0,0.67,0.62,Yes,Stable,Tablet,73.2,Moderate,82.9,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.35
1721,25.0,Female,Low,High School,0.98,10.6,83.6,1.0,0.4,No,Stable,Smartphone,62.3,Moderate,67.7,Reading,BSA,"Leadership, Marketing",Pass,Safe,0.8
1722,22.1,Female,Middle,High School,0.88,1.0,78.4,1.0,0.66,Yes,Stable,Laptop,66.5,Moderate,93.2,Reading,BSBA,"Game Dev, Robotics",Fail,At Risk,0.54
1723,19.2,Female,Low,High School,0.66,6.2,67.5,0.79,0.94,No,Stable,Desktop,76.4,Easy,70.3,Reading,BSBA,"Programming, AI",Fail,Safe,0.65
1724,25.0,Male,Middle,High School,0.65,13.3,53.9,0.96,0.74,No,Stable,Laptop,79.2,Hard,76.5,Reading,BSA,"Leadership, Marketing",Fail,Moderate,0.52
1725,19.8,Female,Middle,High School,0.8,7.7,55.0,0.69,0.74,Yes,Stable,Smartphone,60.6,Easy,75.2,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.84
1726,22.3,Female,Low,College,0.86,11.7,97.9,0.69,0.55,No,Stable,Laptop,65.7,Hard,59.3,Visual,BSBA,"Game Dev, Robotics",Pass,Moderate,0.16
1727,21.8,Female,Middle,College,0.67,5.0,99.8,0.81,0.67,No,Stable,Laptop,77.2,Moderate,84.2,Visual,BSED,"Game Dev, Robotics",Fail,Moderate,0.78
1728,18.3,Male,High,College,0.77,6.7,45.8,0.65,0.3,No,Stable,Laptop,78.7,Moderate,68.5,Kinesthetic,BSA,"Programming, AI",Pass,Moderate,0.59
1729,18.1,Male,Low,College,0.92,11.0,64.3,0.93,0.33,Yes,Stable,Laptop,73.9,Hard,99.7,Visual,BSIT,"Leadership, Marketing",Pass,At Risk,0.7
1730,20.7,Male,Middle,High School,0.66,12.3,70.1,0.65,0.72,No,Limited,Smartphone,83.4,Hard,69.7,Reading,BSA,"Teaching, Research",Pass,At Risk,0.75
1731,21.2,Male,Middle,High School,0.87,8.5,54.1,0.8,0.58,No,Limited,Laptop,85.7,Hard,40.0,Reading,BSA,"Programming, AI",Pass,Moderate,0.61
1732,23.3,Male,Middle,Graduate,0.81,5.2,81.5,0.66,1.0,No,Stable,Laptop,66.6,Hard,59.5,Visual,BSED,"Programming, AI",Fail,Safe,0.68
1733,23.6,Female,Middle,High School,0.86,14.6,48.2,0.58,0.42,No,Limited,Laptop,78.7,Moderate,49.3,Kinesthetic,BSA,"Teaching, Research",Fail,At Risk,0.56
1734,22.6,Female,Middle,Graduate,0.52,16.9,59.3,0.66,0.91,Yes,Stable,Tablet,78.8,Easy,71.3,Visual,BSBA,"Programming, AI",Pass,Moderate,0.25
1735,18.7,Male,Low,College,0.63,4.7,70.0,0.73,0.4,Yes,Stable,Laptop,95.0,Moderate,99.7,Visual,BSBA,"Game Dev, Robotics",Pass,Safe,0.54
1736,18.3,Male,Middle,High School,0.85,11.4,56.1,0.75,0.61,No,Stable,Laptop,74.5,Moderate,94.5,Kinesthetic,BSED,"Accounting, Finance",Pass,Moderate,0.44
1737,24.4,Male,Low,College,0.86,5.8,40.1,0.73,0.83,No,Limited,Smartphone,68.5,Moderate,66.9,Reading,BSBA,"Accounting, Finance",Fail,Safe,0.51
1738,16.8,Female,Middle,High School,0.95,13.6,53.6,0.59,0.7,Yes,Stable,Laptop,58.7,Moderate,79.5,Kinesthetic,BSIT,"Programming, AI",Pass,At Risk,0.41
1739,19.9,Female,Middle,High School,0.7,16.5,63.0,0.68,0.41,No,Limited,Laptop,75.1,Moderate,80.1,Kinesthetic,BSA,"Teaching, Research",Fail,At Risk,0.45
1740,21.6,Female,High,College,0.81,3.0,59.4,0.67,0.61,No,Stable,Smartphone,71.1,Moderate,65.1,Reading,BSBA,"Accounting, Finance",Pass,Safe,0.42
